;or;ex;weight
700;3_t2;23_t3;15.604174613952637
701;3_t2;24_t3;15.604174613952637
702;3_t2;27_t3;15.604174613952637
703;4_t2;0_t3;15.391274452209473
704;4_t2;1_t3;14.81955623626709
705;4_t2;2_t3;12.546533584594727
706;4_t2;4_t3;15.411487579345703
707;4_t2;5_t3;15.307783126831055
708;4_t2;8_t3;15.604174613952637
709;4_t2;11_t3;15.604174613952637
710;4_t2;13_t3;15.604174613952637
711;4_t2;14_t3;15.97610092163086
712;4_t2;17_t3;15.604174613952637
713;4_t2;20_t3;15.604174613952637
714;4_t2;23_t3;15.604174613952637
715;4_t2;24_t3;15.604174613952637
716;4_t2;27_t3;15.604174613952637
717;5_t2;0_t3;15.391274452209473
718;5_t2;1_t3;14.81955623626709
719;5_t2;3_t3;16.07664680480957
720;5_t2;4_t3;15.411487579345703
721;5_t2;5_t3;15.307783126831055
722;5_t2;7_t3;15.604174613952637
723;5_t2;8_t3;15.604174613952637
724;5_t2;10_t3;15.604174613952637
725;5_t2;11_t3;15.604174613952637
726;5_t2;15_t3;12.02344799041748
727;5_t2;16_t3;15.604174613952637
728;5_t2;17_t3;15.604174613952637
729;5_t2;25_t3;15.604174613952637
730;5_t2;26_t3;15.604174613952637
731;6_t2;0_t3;15.391274452209473
732;6_t2;2_t3;12.546533584594727
733;6_t2;6_t3;12.397086143493652
734;6_t2;7_t3;15.604174613952637
735;6_t2;8_t3;15.604174613952637
736;6_t2;9_t3;11.988299369812012
737;6_t2;12_t3;15.604174613952637
738;6_t2;13_t3;15.604174613952637
739;6_t2;15_t3;12.02344799041748
740;6_t2;18_t3;15.604174613952637
741;6_t2;19_t3;15.604174613952637
742;6_t2;21_t3;15.604174613952637
743;6_t2;22_t3;15.604174613952637
744;6_t2;25_t3;15.604174613952637
745;6_t2;26_t3;15.604174613952637
746;7_t2;0_t3;15.391274452209473
747;7_t2;1_t3;14.81955623626709
748;7_t2;3_t3;16.07664680480957
749;7_t2;5_t3;15.307783126831055
750;7_t2;6_t3;12.397086143493652
751;7_t2;7_t3;15.604174613952637
752;7_t2;10_t3;15.604174613952637
753;7_t2;14_t3;15.97610092163086
754;7_t2;16_t3;15.604174613952637
755;7_t2;18_t3;15.604174613952637
756;7_t2;20_t3;15.604174613952637
757;7_t2;23_t3;15.604174613952637
758;7_t2;27_t3;15.604174613952637
759;7_t2;28_t3;15.604174613952637
760;8_t2;0_t3;15.391274452209473
761;8_t2;1_t3;14.81955623626709
762;8_t2;4_t3;15.411487579345703
763;8_t2;5_t3;15.307783126831055
764;8_t2;6_t3;12.397086143493652
765;8_t2;8_t3;15.604174613952637
766;8_t2;11_t3;15.604174613952637
767;8_t2;14_t3;15.97610092163086
768;8_t2;17_t3;15.604174613952637
769;8_t2;19_t3;15.604174613952637
770;8_t2;20_t3;15.604174613952637
771;8_t2;23_t3;15.604174613952637
772;8_t2;27_t3;15.604174613952637
773;8_t2;28_t3;15.604174613952637
774;10_t2;0_t3;15.391274452209473
775;10_t2;1_t3;14.81955623626709
776;10_t2;3_t3;16.07664680480957
777;10_t2;5_t3;15.307783126831055
778;10_t2;7_t3;15.604174613952637
779;10_t2;9_t3;11.988299369812012
780;10_t2;10_t3;15.604174613952637
781;10_t2;14_t3;15.97610092163086
782;10_t2;16_t3;15.604174613952637
783;10_t2;20_t3;15.604174613952637
784;10_t2;21_t3;15.604174613952637
785;10_t2;23_t3;15.604174613952637
786;10_t2;27_t3;15.604174613952637
787;10_t2;29_t3;15.604174613952637
788;11_t2;0_t3;15.391274452209473
789;11_t2;1_t3;14.81955623626709
790;11_t2;4_t3;15.411487579345703
791;11_t2;5_t3;15.307783126831055
792;11_t2;8_t3;15.604174613952637
793;11_t2;9_t3;11.988299369812012
794;11_t2;11_t3;15.604174613952637
795;11_t2;14_t3;15.97610092163086
796;11_t2;17_t3;15.604174613952637
797;11_t2;20_t3;15.604174613952637
798;11_t2;22_t3;15.604174613952637
799;11_t2;23_t3;15.604174613952637
800;11_t2;27_t3;15.604174613952637
801;11_t2;29_t3;15.604174613952637
802;16_t2;0_t3;15.391274452209473
803;16_t2;1_t3;14.81955623626709
804;16_t2;3_t3;16.07664680480957
805;16_t2;5_t3;15.307783126831055
806;16_t2;7_t3;15.604174613952637
807;16_t2;10_t3;15.604174613952637
808;16_t2;14_t3;15.97610092163086
809;16_t2;15_t3;12.02344799041748
810;16_t2;16_t3;15.604174613952637
811;16_t2;20_t3;15.604174613952637
812;16_t2;23_t3;15.604174613952637
813;16_t2;25_t3;15.604174613952637
814;16_t2;27_t3;15.604174613952637
815;16_t2;30_t3;15.604174613952637
816;17_t2;0_t3;15.391274452209473
817;17_t2;1_t3;14.81955623626709
818;17_t2;4_t3;15.411487579345703
819;17_t2;5_t3;15.307783126831055
820;17_t2;8_t3;15.604174613952637
821;17_t2;11_t3;15.604174613952637
822;17_t2;14_t3;15.97610092163086
823;17_t2;15_t3;12.02344799041748
824;17_t2;17_t3;15.604174613952637
825;17_t2;20_t3;15.604174613952637
826;17_t2;23_t3;15.604174613952637
827;17_t2;26_t3;15.604174613952637
828;17_t2;27_t3;15.604174613952637
829;17_t2;30_t3;15.604174613952637
830;18_t2;0_t3;15.391274452209473
831;18_t2;2_t3;12.546533584594727
832;18_t2;6_t3;12.397086143493652
833;18_t2;7_t3;15.604174613952637
834;18_t2;9_t3;11.988299369812012
835;18_t2;12_t3;15.604174613952637
836;18_t2;15_t3;12.02344799041748
837;18_t2;18_t3;15.604174613952637
838;18_t2;20_t3;15.604174613952637
839;18_t2;21_t3;15.604174613952637
840;18_t2;24_t3;15.604174613952637
841;18_t2;25_t3;15.604174613952637
842;18_t2;28_t3;15.604174613952637
843;18_t2;29_t3;15.604174613952637
844;18_t2;30_t3;15.604174613952637
845;19_t2;0_t3;15.391274452209473
846;19_t2;2_t3;12.546533584594727
847;19_t2;6_t3;12.397086143493652
848;19_t2;8_t3;15.604174613952637
849;19_t2;9_t3;11.988299369812012
850;19_t2;13_t3;15.604174613952637
851;19_t2;15_t3;12.02344799041748
852;19_t2;19_t3;15.604174613952637
853;19_t2;20_t3;15.604174613952637
854;19_t2;22_t3;15.604174613952637
855;19_t2;24_t3;15.604174613952637
856;19_t2;26_t3;15.604174613952637
857;19_t2;28_t3;15.604174613952637
858;19_t2;29_t3;15.604174613952637
859;19_t2;30_t3;15.604174613952637
860;9_t2;1_t3;14.81955623626709
861;9_t2;2_t3;12.546533584594727
862;9_t2;6_t3;12.397086143493652
863;9_t2;9_t3;11.988299369812012
864;9_t2;10_t3;15.604174613952637
865;9_t2;11_t3;15.604174613952637
866;9_t2;12_t3;15.604174613952637
867;9_t2;13_t3;15.604174613952637
868;9_t2;15_t3;12.02344799041748
869;9_t2;18_t3;15.604174613952637
870;9_t2;19_t3;15.604174613952637
871;9_t2;21_t3;15.604174613952637
872;9_t2;22_t3;15.604174613952637
873;9_t2;25_t3;15.604174613952637
874;9_t2;26_t3;15.604174613952637
875;21_t2;1_t3;14.81955623626709
876;21_t2;2_t3;12.546533584594727
877;21_t2;6_t3;12.397086143493652
878;21_t2;9_t3;11.988299369812012
879;21_t2;10_t3;15.604174613952637
880;21_t2;12_t3;15.604174613952637
881;21_t2;15_t3;12.02344799041748
882;21_t2;18_t3;15.604174613952637
883;21_t2;21_t3;15.604174613952637
884;21_t2;23_t3;15.604174613952637
885;21_t2;24_t3;15.604174613952637
886;21_t2;25_t3;15.604174613952637
887;21_t2;28_t3;15.604174613952637
888;21_t2;29_t3;15.604174613952637
889;21_t2;30_t3;15.604174613952637
890;22_t2;1_t3;14.81955623626709
891;22_t2;2_t3;12.546533584594727
892;22_t2;6_t3;12.397086143493652
893;22_t2;9_t3;11.988299369812012
894;22_t2;11_t3;15.604174613952637
895;22_t2;13_t3;15.604174613952637
896;22_t2;15_t3;12.02344799041748
897;22_t2;19_t3;15.604174613952637
898;22_t2;22_t3;15.604174613952637
899;22_t2;23_t3;15.604174613952637
900;22_t2;24_t3;15.604174613952637
901;22_t2;26_t3;15.604174613952637
902;22_t2;28_t3;15.604174613952637
903;22_t2;29_t3;15.604174613952637
904;22_t2;30_t3;15.604174613952637
905;2_t2;2_t3;12.546533584594727
906;2_t2;3_t3;16.07664680480957
907;2_t2;4_t3;15.411487579345703
908;2_t2;6_t3;12.397086143493652
909;2_t2;9_t3;11.988299369812012
910;2_t2;12_t3;15.604174613952637
911;2_t2;13_t3;15.604174613952637
912;2_t2;15_t3;12.02344799041748
913;2_t2;18_t3;15.604174613952637
914;2_t2;19_t3;15.604174613952637
915;2_t2;21_t3;15.604174613952637
916;2_t2;22_t3;15.604174613952637
917;2_t2;25_t3;15.604174613952637
918;2_t2;26_t3;15.604174613952637
919;12_t2;2_t3;12.546533584594727
920;12_t2;3_t3;16.07664680480957
921;12_t2;6_t3;12.397086143493652
922;12_t2;9_t3;11.988299369812012
923;12_t2;12_t3;15.604174613952637
924;12_t2;14_t3;15.97610092163086
925;12_t2;15_t3;12.02344799041748
926;12_t2;18_t3;15.604174613952637
927;12_t2;21_t3;15.604174613952637
928;12_t2;24_t3;15.604174613952637
929;12_t2;25_t3;15.604174613952637
930;12_t2;28_t3;15.604174613952637
931;12_t2;29_t3;15.604174613952637
932;12_t2;30_t3;15.604174613952637
933;14_t2;3_t3;16.07664680480957
934;14_t2;4_t3;15.411487579345703
935;14_t2;7_t3;15.604174613952637
936;14_t2;8_t3;15.604174613952637
937;14_t2;10_t3;15.604174613952637
938;14_t2;11_t3;15.604174613952637
939;14_t2;12_t3;15.604174613952637
940;14_t2;13_t3;15.604174613952637
941;14_t2;14_t3;15.97610092163086
942;14_t2;16_t3;15.604174613952637
943;14_t2;17_t3;15.604174613952637
944;14_t2;20_t3;15.604174613952637
945;14_t2;23_t3;15.604174613952637
946;14_t2;24_t3;15.604174613952637
947;14_t2;27_t3;15.604174613952637
948;20_t2;3_t3;16.07664680480957
949;20_t2;4_t3;15.411487579345703
950;20_t2;7_t3;15.604174613952637
951;20_t2;8_t3;15.604174613952637
952;20_t2;10_t3;15.604174613952637
953;20_t2;11_t3;15.604174613952637
954;20_t2;14_t3;15.97610092163086
955;20_t2;16_t3;15.604174613952637
956;20_t2;17_t3;15.604174613952637
957;20_t2;18_t3;15.604174613952637
958;20_t2;19_t3;15.604174613952637
959;20_t2;20_t3;15.604174613952637
960;20_t2;23_t3;15.604174613952637
961;20_t2;27_t3;15.604174613952637
962;20_t2;28_t3;15.604174613952637
963;23_t2;3_t3;16.07664680480957
964;23_t2;4_t3;15.411487579345703
965;23_t2;7_t3;15.604174613952637
966;23_t2;8_t3;15.604174613952637
967;23_t2;10_t3;15.604174613952637
968;23_t2;11_t3;15.604174613952637
969;23_t2;14_t3;15.97610092163086
970;23_t2;16_t3;15.604174613952637
971;23_t2;17_t3;15.604174613952637
972;23_t2;20_t3;15.604174613952637
973;23_t2;21_t3;15.604174613952637
974;23_t2;22_t3;15.604174613952637
975;23_t2;23_t3;15.604174613952637
976;23_t2;27_t3;15.604174613952637
977;23_t2;29_t3;15.604174613952637
978;24_t2;3_t3;16.07664680480957
979;24_t2;4_t3;15.411487579345703
980;24_t2;12_t3;15.604174613952637
981;24_t2;13_t3;15.604174613952637
982;24_t2;14_t3;15.97610092163086
983;24_t2;18_t3;15.604174613952637
984;24_t2;19_t3;15.604174613952637
985;24_t2;21_t3;15.604174613952637
986;24_t2;22_t3;15.604174613952637
987;24_t2;24_t3;15.604174613952637
988;24_t2;25_t3;15.604174613952637
989;24_t2;26_t3;15.604174613952637
990;24_t2;28_t3;15.604174613952637
991;24_t2;29_t3;15.604174613952637
992;24_t2;30_t3;15.604174613952637
993;27_t2;3_t3;16.07664680480957
994;27_t2;4_t3;15.411487579345703
995;27_t2;7_t3;15.604174613952637
996;27_t2;8_t3;15.604174613952637
997;27_t2;10_t3;15.604174613952637
998;27_t2;11_t3;15.604174613952637
999;27_t2;14_t3;15.97610092163086
1000;27_t2;16_t3;15.604174613952637
1001;27_t2;17_t3;15.604174613952637
1002;27_t2;20_t3;15.604174613952637
1003;27_t2;23_t3;15.604174613952637
1004;27_t2;25_t3;15.604174613952637
1005;27_t2;26_t3;15.604174613952637
1006;27_t2;27_t3;15.604174613952637
1007;27_t2;30_t3;15.604174613952637
1008;13_t2;2_t3;12.546533584594727
1009;13_t2;4_t3;15.411487579345703
1010;13_t2;6_t3;12.397086143493652
1011;13_t2;9_t3;11.988299369812012
1012;13_t2;13_t3;15.604174613952637
1013;13_t2;14_t3;15.97610092163086
1014;13_t2;15_t3;12.02344799041748
1015;13_t2;19_t3;15.604174613952637
1016;13_t2;22_t3;15.604174613952637
1017;13_t2;24_t3;15.604174613952637
1018;13_t2;26_t3;15.604174613952637
1019;13_t2;28_t3;15.604174613952637
1020;13_t2;29_t3;15.604174613952637
1021;13_t2;30_t3;15.604174613952637
1022;15_t2;2_t3;12.546533584594727
1023;15_t2;5_t3;15.307783126831055
1024;15_t2;6_t3;12.397086143493652
1025;15_t2;9_t3;11.988299369812012
1026;15_t2;12_t3;15.604174613952637
1027;15_t2;13_t3;15.604174613952637
1028;15_t2;15_t3;12.02344799041748
1029;15_t2;16_t3;15.604174613952637
1030;15_t2;17_t3;15.604174613952637
1031;15_t2;18_t3;15.604174613952637
1032;15_t2;19_t3;15.604174613952637
1033;15_t2;21_t3;15.604174613952637
1034;15_t2;22_t3;15.604174613952637
1035;15_t2;25_t3;15.604174613952637
1036;15_t2;26_t3;15.604174613952637
1037;25_t2;2_t3;12.546533584594727
1038;25_t2;5_t3;15.307783126831055
1039;25_t2;6_t3;12.397086143493652
1040;25_t2;9_t3;11.988299369812012
1041;25_t2;12_t3;15.604174613952637
1042;25_t2;15_t3;12.02344799041748
1043;25_t2;16_t3;15.604174613952637
1044;25_t2;18_t3;15.604174613952637
1045;25_t2;21_t3;15.604174613952637
1046;25_t2;24_t3;15.604174613952637
1047;25_t2;25_t3;15.604174613952637
1048;25_t2;27_t3;15.604174613952637
1049;25_t2;28_t3;15.604174613952637
1050;25_t2;29_t3;15.604174613952637
1051;25_t2;30_t3;15.604174613952637
1052;26_t2;2_t3;12.546533584594727
1053;26_t2;5_t3;15.307783126831055
1054;26_t2;6_t3;12.397086143493652
1055;26_t2;9_t3;11.988299369812012
1056;26_t2;13_t3;15.604174613952637
1057;26_t2;15_t3;12.02344799041748
1058;26_t2;17_t3;15.604174613952637
1059;26_t2;19_t3;15.604174613952637
1060;26_t2;22_t3;15.604174613952637
1061;26_t2;24_t3;15.604174613952637
1062;26_t2;26_t3;15.604174613952637
1063;26_t2;27_t3;15.604174613952637
1064;26_t2;28_t3;15.604174613952637
1065;26_t2;29_t3;15.604174613952637
1066;26_t2;30_t3;15.604174613952637
1067;28_t2;7_t3;15.604174613952637
1068;28_t2;8_t3;15.604174613952637
1069;28_t2;12_t3;15.604174613952637
1070;28_t2;13_t3;15.604174613952637
1071;28_t2;18_t3;15.604174613952637
1072;28_t2;19_t3;15.604174613952637
1073;28_t2;20_t3;15.604174613952637
1074;28_t2;21_t3;15.604174613952637
1075;28_t2;22_t3;15.604174613952637
1076;28_t2;24_t3;15.604174613952637
1077;28_t2;25_t3;15.604174613952637
1078;28_t2;26_t3;15.604174613952637
1079;28_t2;28_t3;15.604174613952637
1080;28_t2;29_t3;15.604174613952637
1081;28_t2;30_t3;15.604174613952637
1082;29_t2;10_t3;15.604174613952637
1083;29_t2;11_t3;15.604174613952637
1084;29_t2;12_t3;15.604174613952637
1085;29_t2;13_t3;15.604174613952637
1086;29_t2;18_t3;15.604174613952637
1087;29_t2;19_t3;15.604174613952637
1088;29_t2;21_t3;15.604174613952637
1089;29_t2;22_t3;15.604174613952637
1090;29_t2;23_t3;15.604174613952637
1091;29_t2;24_t3;15.604174613952637
1092;29_t2;25_t3;15.604174613952637
1093;29_t2;26_t3;15.604174613952637
1094;29_t2;28_t3;15.604174613952637
1095;29_t2;29_t3;15.604174613952637
1096;29_t2;30_t3;15.604174613952637
1097;30_t2;12_t3;15.604174613952637
1098;30_t2;13_t3;15.604174613952637
1099;30_t2;16_t3;15.604174613952637
1100;30_t2;17_t3;15.604174613952637
1101;30_t2;18_t3;15.604174613952637
1102;30_t2;19_t3;15.604174613952637
1103;30_t2;21_t3;15.604174613952637
1104;30_t2;22_t3;15.604174613952637
1105;30_t2;24_t3;15.604174613952637
1106;30_t2;25_t3;15.604174613952637
1107;30_t2;26_t3;15.604174613952637
1108;30_t2;27_t3;15.604174613952637
1109;30_t2;28_t3;15.604174613952637
1110;30_t2;29_t3;15.604174613952637
1111;30_t2;30_t3;15.604174613952637
1112;0_t3;0_t4;15.443553924560547
1113;0_t3;1_t4;14.879201889038086
1114;0_t3;3_t4;16.112060546875
1115;0_t3;4_t4;15.462059020996094
1116;0_t3;5_t4;15.350223541259766
1117;0_t3;6_t4;12.458057403564453
1118;0_t3;7_t4;15.643924713134766
1119;0_t3;8_t4;15.643924713134766
1120;0_t3;10_t4;15.643924713134766
1121;0_t3;11_t4;15.643924713134766
1122;0_t3;16_t4;15.643924713134766
1123;0_t3;17_t4;15.643924713134766
1124;0_t3;18_t4;15.643924713134766
1125;0_t3;19_t4;15.643924713134766
1126;1_t3;0_t4;15.443553924560547
1127;1_t3;1_t4;14.879201889038086
1128;1_t3;3_t4;16.112060546875
1129;1_t3;4_t4;15.462059020996094
1130;1_t3;5_t4;15.350223541259766
1131;1_t3;7_t4;15.643924713134766
1132;1_t3;8_t4;15.643924713134766
1133;1_t3;9_t4;12.06054973602295
1134;1_t3;10_t4;15.643924713134766
1135;1_t3;11_t4;15.643924713134766
1136;1_t3;16_t4;15.643924713134766
1137;1_t3;17_t4;15.643924713134766
1138;1_t3;21_t4;15.643924713134766
1139;1_t3;22_t4;15.643924713134766
1140;3_t3;0_t4;15.443553924560547
1141;3_t3;1_t4;14.879201889038086
1142;3_t3;2_t4;12.596797943115234
1143;3_t3;3_t4;16.112060546875
1144;3_t3;5_t4;15.350223541259766
1145;3_t3;7_t4;15.643924713134766
1146;3_t3;10_t4;15.643924713134766
1147;3_t3;12_t4;15.643924713134766
1148;3_t3;14_t4;16.021900177001953
1149;3_t3;16_t4;15.643924713134766
1150;3_t3;20_t4;15.643924713134766
1151;3_t3;23_t4;15.643924713134766
1152;3_t3;24_t4;15.643924713134766
1153;3_t3;27_t4;15.643924713134766
1154;4_t3;0_t4;15.443553924560547
1155;4_t3;1_t4;14.879201889038086
1156;4_t3;2_t4;12.596797943115234
1157;4_t3;4_t4;15.462059020996094
1158;4_t3;5_t4;15.350223541259766
1159;4_t3;8_t4;15.643924713134766
1160;4_t3;11_t4;15.643924713134766
1161;4_t3;13_t4;15.643924713134766
1162;4_t3;14_t4;16.021900177001953
1163;4_t3;17_t4;15.643924713134766
1164;4_t3;20_t4;15.643924713134766
1165;4_t3;23_t4;15.643924713134766
1166;4_t3;24_t4;15.643924713134766
1167;4_t3;27_t4;15.643924713134766
1168;5_t3;0_t4;15.443553924560547
1169;5_t3;1_t4;14.879201889038086
1170;5_t3;3_t4;16.112060546875
1171;5_t3;4_t4;15.462059020996094
1172;5_t3;5_t4;15.350223541259766
1173;5_t3;7_t4;15.643924713134766
1174;5_t3;8_t4;15.643924713134766
1175;5_t3;10_t4;15.643924713134766
1176;5_t3;11_t4;15.643924713134766
1177;5_t3;15_t4;12.08311653137207
1178;5_t3;16_t4;15.643924713134766
1179;5_t3;17_t4;15.643924713134766
1180;5_t3;25_t4;15.643924713134766
1181;5_t3;26_t4;15.643924713134766
1182;6_t3;0_t4;15.443553924560547
1183;6_t3;2_t4;12.596797943115234
1184;6_t3;6_t4;12.458057403564453
1185;6_t3;7_t4;15.643924713134766
1186;6_t3;8_t4;15.643924713134766
1187;6_t3;9_t4;12.06054973602295
1188;6_t3;12_t4;15.643924713134766
1189;6_t3;13_t4;15.643924713134766
1190;6_t3;15_t4;12.08311653137207
1191;6_t3;18_t4;15.643924713134766
1192;6_t3;19_t4;15.643924713134766
1193;6_t3;21_t4;15.643924713134766
1194;6_t3;22_t4;15.643924713134766
1195;6_t3;25_t4;15.643924713134766
1196;6_t3;26_t4;15.643924713134766
1197;7_t3;0_t4;15.443553924560547
1198;7_t3;1_t4;14.879201889038086
1199;7_t3;3_t4;16.112060546875
1200;7_t3;5_t4;15.350223541259766
1201;7_t3;6_t4;12.458057403564453
1202;7_t3;7_t4;15.643924713134766
1203;7_t3;10_t4;15.643924713134766
1204;7_t3;14_t4;16.021900177001953
1205;7_t3;16_t4;15.643924713134766
1206;7_t3;18_t4;15.643924713134766
1207;7_t3;20_t4;15.643924713134766
1208;7_t3;23_t4;15.643924713134766
1209;7_t3;27_t4;15.643924713134766
1210;7_t3;28_t4;15.643924713134766
1211;8_t3;0_t4;15.443553924560547
1212;8_t3;1_t4;14.879201889038086
1213;8_t3;4_t4;15.462059020996094
1214;8_t3;5_t4;15.350223541259766
1215;8_t3;6_t4;12.458057403564453
1216;8_t3;8_t4;15.643924713134766
1217;8_t3;11_t4;15.643924713134766
1218;8_t3;14_t4;16.021900177001953
1219;8_t3;17_t4;15.643924713134766
1220;8_t3;19_t4;15.643924713134766
1221;8_t3;20_t4;15.643924713134766
1222;8_t3;23_t4;15.643924713134766
1223;8_t3;27_t4;15.643924713134766
1224;8_t3;28_t4;15.643924713134766
1225;10_t3;0_t4;15.443553924560547
1226;10_t3;1_t4;14.879201889038086
1227;10_t3;3_t4;16.112060546875
1228;10_t3;5_t4;15.350223541259766
1229;10_t3;7_t4;15.643924713134766
1230;10_t3;9_t4;12.06054973602295
1231;10_t3;10_t4;15.643924713134766
1232;10_t3;14_t4;16.021900177001953
1233;10_t3;16_t4;15.643924713134766
1234;10_t3;20_t4;15.643924713134766
1235;10_t3;21_t4;15.643924713134766
1236;10_t3;23_t4;15.643924713134766
1237;10_t3;27_t4;15.643924713134766
1238;10_t3;29_t4;15.643924713134766
1239;11_t3;0_t4;15.443553924560547
1240;11_t3;1_t4;14.879201889038086
1241;11_t3;4_t4;15.462059020996094
1242;11_t3;5_t4;15.350223541259766
1243;11_t3;8_t4;15.643924713134766
1244;11_t3;9_t4;12.06054973602295
1245;11_t3;11_t4;15.643924713134766
1246;11_t3;14_t4;16.021900177001953
1247;11_t3;17_t4;15.643924713134766
1248;11_t3;20_t4;15.643924713134766
1249;11_t3;22_t4;15.643924713134766
1250;11_t3;23_t4;15.643924713134766
1251;11_t3;27_t4;15.643924713134766
1252;11_t3;29_t4;15.643924713134766
1253;16_t3;0_t4;15.443553924560547
1254;16_t3;1_t4;14.879201889038086
1255;16_t3;3_t4;16.112060546875
1256;16_t3;5_t4;15.350223541259766
1257;16_t3;7_t4;15.643924713134766
1258;16_t3;10_t4;15.643924713134766
1259;16_t3;14_t4;16.021900177001953
1260;16_t3;15_t4;12.08311653137207
1261;16_t3;16_t4;15.643924713134766
1262;16_t3;20_t4;15.643924713134766
1263;16_t3;23_t4;15.643924713134766
1264;16_t3;25_t4;15.643924713134766
1265;16_t3;27_t4;15.643924713134766
1266;16_t3;30_t4;15.643924713134766
1267;17_t3;0_t4;15.443553924560547
1268;17_t3;1_t4;14.879201889038086
1269;17_t3;4_t4;15.462059020996094
1270;17_t3;5_t4;15.350223541259766
1271;17_t3;8_t4;15.643924713134766
1272;17_t3;11_t4;15.643924713134766
1273;17_t3;14_t4;16.021900177001953
1274;17_t3;15_t4;12.08311653137207
1275;17_t3;17_t4;15.643924713134766
1276;17_t3;20_t4;15.643924713134766
1277;17_t3;23_t4;15.643924713134766
1278;17_t3;26_t4;15.643924713134766
1279;17_t3;27_t4;15.643924713134766
1280;17_t3;30_t4;15.643924713134766
1281;18_t3;0_t4;15.443553924560547
1282;18_t3;2_t4;12.596797943115234
1283;18_t3;6_t4;12.458057403564453
1284;18_t3;7_t4;15.643924713134766
1285;18_t3;9_t4;12.06054973602295
1286;18_t3;12_t4;15.643924713134766
1287;18_t3;15_t4;12.08311653137207
1288;18_t3;18_t4;15.643924713134766
1289;18_t3;20_t4;15.643924713134766
1290;18_t3;21_t4;15.643924713134766
1291;18_t3;24_t4;15.643924713134766
1292;18_t3;25_t4;15.643924713134766
1293;18_t3;28_t4;15.643924713134766
1294;18_t3;29_t4;15.643924713134766
1295;18_t3;30_t4;15.643924713134766
1296;19_t3;0_t4;15.443553924560547
1297;19_t3;2_t4;12.596797943115234
1298;19_t3;6_t4;12.458057403564453
1299;19_t3;8_t4;15.643924713134766
1300;19_t3;9_t4;12.06054973602295
1301;19_t3;13_t4;15.643924713134766
1302;19_t3;15_t4;12.08311653137207
1303;19_t3;19_t4;15.643924713134766
1304;19_t3;20_t4;15.643924713134766
1305;19_t3;22_t4;15.643924713134766
1306;19_t3;24_t4;15.643924713134766
1307;19_t3;26_t4;15.643924713134766
1308;19_t3;28_t4;15.643924713134766
1309;19_t3;29_t4;15.643924713134766
1310;19_t3;30_t4;15.643924713134766
1311;9_t3;1_t4;14.879201889038086
1312;9_t3;2_t4;12.596797943115234
1313;9_t3;6_t4;12.458057403564453
1314;9_t3;9_t4;12.06054973602295
1315;9_t3;10_t4;15.643924713134766
1316;9_t3;11_t4;15.643924713134766
1317;9_t3;12_t4;15.643924713134766
1318;9_t3;13_t4;15.643924713134766
1319;9_t3;15_t4;12.08311653137207
1320;9_t3;18_t4;15.643924713134766
1321;9_t3;19_t4;15.643924713134766
1322;9_t3;21_t4;15.643924713134766
1323;9_t3;22_t4;15.643924713134766
1324;9_t3;25_t4;15.643924713134766
1325;9_t3;26_t4;15.643924713134766
1326;21_t3;1_t4;14.879201889038086
1327;21_t3;2_t4;12.596797943115234
1328;21_t3;6_t4;12.458057403564453
1329;21_t3;9_t4;12.06054973602295
1330;21_t3;10_t4;15.643924713134766
1331;21_t3;12_t4;15.643924713134766
1332;21_t3;15_t4;12.08311653137207
1333;21_t3;18_t4;15.643924713134766
1334;21_t3;21_t4;15.643924713134766
1335;21_t3;23_t4;15.643924713134766
1336;21_t3;24_t4;15.643924713134766
1337;21_t3;25_t4;15.643924713134766
1338;21_t3;28_t4;15.643924713134766
1339;21_t3;29_t4;15.643924713134766
1340;21_t3;30_t4;15.643924713134766
1341;22_t3;1_t4;14.879201889038086
1342;22_t3;2_t4;12.596797943115234
1343;22_t3;6_t4;12.458057403564453
1344;22_t3;9_t4;12.06054973602295
1345;22_t3;11_t4;15.643924713134766
1346;22_t3;13_t4;15.643924713134766
1347;22_t3;15_t4;12.08311653137207
1348;22_t3;19_t4;15.643924713134766
1349;22_t3;22_t4;15.643924713134766
1350;22_t3;23_t4;15.643924713134766
1351;22_t3;24_t4;15.643924713134766
1352;22_t3;26_t4;15.643924713134766
1353;22_t3;28_t4;15.643924713134766
1354;22_t3;29_t4;15.643924713134766
1355;22_t3;30_t4;15.643924713134766
1356;2_t3;2_t4;12.596797943115234
1357;2_t3;3_t4;16.112060546875
1358;2_t3;4_t4;15.462059020996094
1359;2_t3;6_t4;12.458057403564453
1360;2_t3;9_t4;12.06054973602295
1361;2_t3;12_t4;15.643924713134766
1362;2_t3;13_t4;15.643924713134766
1363;2_t3;15_t4;12.08311653137207
1364;2_t3;18_t4;15.643924713134766
1365;2_t3;19_t4;15.643924713134766
1366;2_t3;21_t4;15.643924713134766
1367;2_t3;22_t4;15.643924713134766
1368;2_t3;25_t4;15.643924713134766
1369;2_t3;26_t4;15.643924713134766
1370;12_t3;2_t4;12.596797943115234
1371;12_t3;3_t4;16.112060546875
1372;12_t3;6_t4;12.458057403564453
1373;12_t3;9_t4;12.06054973602295
1374;12_t3;12_t4;15.643924713134766
1375;12_t3;14_t4;16.021900177001953
1376;12_t3;15_t4;12.08311653137207
1377;12_t3;18_t4;15.643924713134766
1378;12_t3;21_t4;15.643924713134766
1379;12_t3;24_t4;15.643924713134766
